,name,id,calories,sugars,fat,saturated fat,sodium
0,Golden Crescent Rolls,7000,181,5.1,7.7,4.6,0.1734
1,Poppy Seed Bread with Glaze,7001,302,29.7,13.8,2.0,0.1915
2,Czech Christmas Hoska,7002,177,6.2,4.9,2.4,0.11
3,Applesauce Bread I,7003,251,22.9,11.0,2.0,0.0703
4,Raisin Brown Bread,7004,40,5.9,0.6,0.1,0.1579
5,Applesauce Raisin Bread,7005,245,22.2,7.7,1.2,0.13340000000000002
6,Apple Raisin Bread,7006,218,15.8,7.8,1.2,0.3197
7,Buttermilk Oatmeal Bread,7007,194,10.0,10.3,1.5,0.2204
8,Kolaches II,7008,153,5.8,6.7,1.8,0.1067
9,Whole Wheat Bread II,7009,86,5.5,1.7,0.4,0.196
10,Finnish Pulla,7010,178,7.0,3.8,2.1,0.0988
11,Chinese Steamed Buns,7011,44,1.2,0.7,0.1,0.035
12,Cottage Cheese Bread II,7012,169,2.3,3.9,1.0,0.30269999999999997
13,Mocha Chocolate Chip Banana Muffins,7013,267,21.6,13.3,3.5,0.2516
14,Ruby's Special Cornbread,7014,255,4.0,17.1,2.9,0.36210000000000003
15,Maple Muffins,7015,163,12.5,5.2,1.4,0.18980000000000002
16,French Toast,7016,240,5.6,6.4,2.2,0.4777
17,Snow Day French Toast,7017,539,71.9,14.3,7.1,0.5153
18,Angel Biscuits II,7018,167,2.6,6.9,1.8,0.32939999999999997
19,Fudgy Chocolate Chip Muffins,7019,230,27.8,8.6,3.5,0.11270000000000001
20,Pumpernickel Bread II,7020,218,7.1,3.5,0.9,0.2256
21,Indian Naan II,7021,237,1.1,9.3,5.5,0.3932
22,Lefse II,7022,186,8.0,0.5,0.2,0.081
23,Chocolate Chocolate Chip Muffins,7023,293,24.1,14.7,8.5,0.22640000000000002
24,Banana Nut Bread Baked in a Jar,7024,238,24.7,8.1,1.7,0.2376
25,Light Oat Bread,7025,152,2.3,2.3,0.4,0.21619999999999998
26,Honey Oatmeal Bread I,7026,147,4.6,2.4,1.1,0.2511
27,Potato Bread III,7027,150,1.7,1.4,0.3,0.2921
28,French Baguettes,7028,113,1.1,0.9,0.2,0.19590000000000002
29,Oatmeal Soda Bread,7030,242,4.8,8.6,5.1,0.3953
30,Chinese Steamed Buns with Meat Filling,7031,33,0.6,1.8,0.5,0.13190000000000002
31,Chinese Steamed Buns with BBQ Pork Filling,7032,28,1.9,1.1,0.3,0.10940000000000001
32,Mary Anne's Moist and Nutty Carrot Loaf,7033,339,26.0,18.5,2.5,0.2312
33,Russian Black Bread,7034,159,2.2,2.6,0.5,0.22240000000000001
34,Basic Fruit Bread Recipe,7035,391,22.1,18.1,2.3,0.35710000000000003
35,Raisin Bread III,7036,172,9.2,1.6,0.5,0.2527
36,Angel Biscuit Rolls,7037,196,3.1,9.9,2.9,0.2877
37,Panettone II,7038,93,3.4,5.7,3.2,0.4053
38,Dill Pickle Bread,7039,14,0.2,1.0,0.6,0.2001
39,J.P.'s Big Daddy Biscuits,7040,282,4.1,12.6,3.4,0.6489
40,Beer Rolls,7041,160,2.3,2.7,1.1,0.0557
41,Paska Bread,7042,600,13.5,15.4,8.6,0.1608
42,Bread Machine Challah I,7043,184,5.1,4.4,1.0,0.3406
43,Pumpkin Bread V,7044,257,23.0,8.8,2.0,0.2738
44,Best Ever Cinnamon Buns,7045,367,26.6,12.4,4.7,0.3404
45,Oatmeal Molasses Bread,7046,222,13.6,2.2,0.3,0.2005
46,Ezekiel Bread I,7047,221,12.1,5.4,0.7,0.5849
47,Zucchini Pineapple Bread I,7048,207,14.2,10.2,1.5,0.2191
48,Pumpkin Swirl Bread,7049,398,36.0,18.3,11.2,0.44730000000000003
49,Jule Kaka,7050,159,7.4,4.3,2.6,0.1389
50,Steve's Whole Wheat,7051,166,3.4,3.3,0.6,0.2322
51,Oatmeal Bread II,7052,46,3.4,2.0,0.4,0.31789999999999996
52,Coconut Pumpkin Nut Bread,7053,374,29.2,19.3,4.8,0.30260000000000004
53,Dizzy Pineapple Bread,7054,147,8.3,0.3,0.0,0.36519999999999997
54,European Black Bread,7055,46,2.0,1.5,0.3,0.24630000000000002
55,Chili Bread,7056,28,0.2,1.6,0.2,0.1646
56,Old Fashion Molasses Bread,7057,41,4.6,1.6,1.0,0.32930000000000004
57,Whole Wheat Honey Bread,7058,148,8.2,2.2,0.5,0.2968
58,Carrot Thyme Bread,7059,190,2.6,4.3,0.6,0.3065
59,Golly Gee Gluten-Free Pancakes,7060,179,2.8,6.5,3.0,0.31060000000000004
60,Salt Rising Bread,7061,124,1.4,1.5,0.4,0.086
61,Baked Pretzels,7062,97,1.5,1.1,0.2,0.7811
62,Amish Friendship Bread Starter,7063,34,5.3,0.2,0.1,0.0026
63,Amish Cinnamon Bread,7064,155,10.5,9.0,1.2,0.1311
64,French Herb Bread,7065,206,3.5,6.3,1.3,0.36519999999999997
65,Easy Rice Bread,7066,237,5.9,5.5,0.9,0.3624
66,Lemon Poppy Seed Muffins I,7067,225,19.9,6.9,1.0,0.3098
67,Lemon Poppy Seed Muffins II,7068,173,12.1,6.0,0.9,0.2696
68,Special Banana Bread,7069,254,20.5,12.8,2.8,0.21430000000000002
69,Injera,7070,166,1.0,1.8,0.3,0.027600000000000003
70,Pita Bread,7071,184,1.1,2.3,0.3,0.1472
71,Raisin Bread II,7072,159,3.7,2.2,0.7,0.1955
72,Hot Cross Buns I,7073,217,15.5,4.0,2.1,0.1087
73,Hot Cross Buns II,7074,795,26.8,32.9,12.6,0.3315
74,Plain and Simple Sourdough Bread,7075,31,0.5,0.1,0.0,0.29569999999999996
75,Garlic and Herb Bread,7076,41,3.2,2.4,0.3,0.2385
76,Ron's Fruit Bread,7077,208,7.3,2.8,0.6,0.325
77,Ron's Bread Machine White,7078,91,1.4,2.4,0.4,0.24309999999999998
78,Portuguese Sweet Bread I,7079,56,6.6,2.6,0.7,0.18059999999999998
79,Pizza Crust I,7080,96,0.6,2.0,0.3,0.1174
80,Tomato Basil Sherry Bread,7081,53,4.5,1.4,0.2,0.5325
81,"Onion, Garlic, Cheese Bread",7082,205,3.3,6.2,2.8,0.3907
82,Irish Soda Bread III,7083,185,6.1,2.2,0.4,0.1787
83,The All-Good Loaf,7084,113,0.8,1.2,0.0,0.1504
84,Sourdough Wheat Bread,7085,203,2.4,2.0,0.3,0.1693
85,Basic British Scones,7086,124,2.8,4.2,0.8,0.102
86,Yeast-Free Bread,7087,117,3.2,0.3,0.0,0.3341
87,Bread Bowls II,7088,318,4.5,4.5,0.0,0.6356
88,Bread Sticks,7089,197,2.7,13.0,3.0,0.8158
89,Banana Macadamia Nut Bread,7090,224,5.3,7.3,1.3,0.2754
90,Cinnamon Bread II,7091,64,9.5,2.0,0.3,0.318
91,Homemade Wonderful Bread,7092,162,5.3,1.8,0.3,0.3391
92,Spudnuts,7093,86,3.1,3.2,0.9,0.039
93,Banana Nut Oatmeal Bread,7094,236,7.2,7.1,1.0,0.31189999999999996
94,Irresistible Irish Soda Bread,7095,192,7.6,4.9,2.8,0.49710000000000004
95,Irish Soda Bread IV,7096,237,18.8,6.1,1.4,0.3329
96,Chinese Pork Buns (Cha Siu Bao),7097,191,3.3,5.2,1.5,0.1963
97,Christmas Stollen II,7098,213,6.8,7.8,3.9,0.10729999999999999
98,Pizza Crust II,7099,103,0.9,1.7,0.4,0.1013
