,name,id,calories,sugars,fat,saturated fat,sodium
0,Bavarian Cream,36410,312,15.5,25.4,15.3,0.0517
1,Herbed Pork Chops,36412,192,9.4,4.4,1.6,0.4772
2,Cinnamon Cream Cheese Pie,36420,750,72.7,43.2,21.3,0.4036
3,Country Club Prime Rib,36427,1053,0.2,95.3,41.3,11.5343
4,Cherry Popping Scotsman,36428,347,23.2,1.4,0.8,0.028300000000000002
5,European Muesli,36438,300,22.6,14.1,3.5,0.032
6,Almond French Toast,36441,525,5.1,29.4,6.7,0.6748
7,Three Egg Omelet,36445,539,2.3,38.6,18.2,0.8517
8,Pear Honey Cranberry Sauce,36466,177,42.5,0.1,0.0,0.0024
9,Kid-Friendly Taco-Burritos,36470,602,2.9,35.6,17.7,1.3635
10,Blackened Salmon Fillets,36487,511,1.1,38.3,17.2,1.2484000000000002
11,Blue Cheese and Head Cheese Vinaigrette,36488,422,0.6,36.0,14.4,1.4514
12,Blue Cheese Stuffed Mushrooms with Grilled Onions,36490,189,2.8,15.1,6.3,0.4001
13,Profanity Salmon,36493,512,4.1,36.2,5.7,1.06
14,Maureen's Baked Beans,36496,216,13.2,10.1,3.5,0.6808
15,Easy Spiced Brown Rice With Corn,36497,133,0.9,3.2,0.5,0.1983
