,id,brightness_picture,sharpness_picture,entropy_picture,colorfulness_picture,contrast_picture
0,24200,122.05706666666667,7.258424374478257,1.3170222222222223,43.31118666030802,0.9917012453079224
1,24201,179.26657777777777,10.252144990552804,1.2685555555555557,63.391190721737104,8.769230842590332
2,24202,142.0911111111111,5.317813408956292,1.3635666666666666,75.09539247144717,inf
3,24203,118.72111111111111,9.916238686255719,1.2592222222222222,58.50153746765548,126.0
4,24204,104.09423333333334,7.810709767445024,1.4194222222222221,51.7651701905766,41.33333206176758
5,24205,0.0,0.0,0.0,0.0,0.0
6,24206,119.18493333333333,17.15623741879457,1.7478666666666667,66.60326963138071,0.9751037359237671
7,24207,165.04017777777779,7.94675164392174,1.5224222222222221,54.156424469373576,1.0
8,24208,100.36488888888888,10.329819461378246,1.5406666666666666,44.114454904973115,1.0
9,24209,108.39697777777778,9.287784962228914,1.4993888888888889,51.34358688698593,1.0
10,24210,143.02034444444445,10.990773263025224,1.5777444444444444,41.16719035582963,0.9756097793579102
11,24211,110.59104444444445,5.4439728483768075,1.3583777777777777,60.81573898005399,1.0
12,24212,110.26957777777778,10.518811569739615,1.6332111111111112,55.04449382285685,inf
13,24213,119.0496888888889,8.796834469485425,1.5754555555555556,48.64777031531545,0.9841269850730896
14,24214,119.65412222222223,14.97992781375484,1.7006333333333334,37.19206699081757,inf
15,24215,140.7471888888889,4.614001331223005,1.1641555555555556,52.81306005783121,0.9921259880065918
16,24216,116.1435,5.755350404808323,1.3764,51.8895213704622,13.470588684082031
17,24217,156.9865111111111,7.2959317706853,1.4686222222222223,63.82419654211956,13.11111068725586
18,24218,156.33943333333335,9.881154918133987,1.4884444444444445,54.058754845344865,1.0
19,24219,129.50261111111112,17.105534968025506,1.6564222222222222,63.70778333930811,1.0
20,24220,0.0,0.0,0.0,0.0,0.0
21,24221,114.9124,7.123303711790359,1.365288888888889,83.93650011348974,1.0
22,24222,88.89448888888889,4.085085472115717,1.141488888888889,72.31841520071565,1.0
23,24223,152.29976666666667,13.514412659795774,1.6129333333333333,82.49673893745815,35.28571319580078
24,24224,91.44995555555556,15.019659487289552,1.7218888888888888,46.49352426261753,1.0
25,24225,0.0,0.0,0.0,0.0,0.0
26,24226,73.97282222222222,5.124128178326831,1.2058555555555555,63.826838739650846,1.0
27,24227,104.43915555555556,8.34123262293715,1.4738222222222221,38.73534157309345,1.0
28,24228,114.14995555555555,8.112776384736508,1.2777333333333334,28.92757586175182,1.0
29,24229,195.45495555555556,5.643025678454811,1.2791444444444444,43.62575976104914,13.823529243469238
30,24230,123.03017777777778,5.957213957818033,1.438911111111111,53.526842359071225,9.583333015441895
31,24231,114.75433333333334,8.087326865347949,1.3826222222222222,28.580929224190058,1.0
32,24232,89.46023333333333,9.362477031920584,1.6250333333333333,20.44616313604356,62.5
33,24233,187.99526666666668,4.892621969506214,1.1689666666666667,47.49948900621621,9.166666984558105
34,24234,125.4588888888889,9.658913924302626,1.3943333333333334,60.99778621618493,1.0
35,24235,120.24721111111111,8.281782920647615,1.5648111111111112,54.46023132099353,0.9764705896377563
36,24236,138.42952222222223,14.427106163776307,1.6809666666666667,23.39772256851853,1.0
37,24237,0.0,0.0,0.0,0.0,0.0
38,24238,84.4726111111111,16.48710091429116,1.7904,49.67089681383624,inf
39,24239,119.46212222222222,7.101804171549073,1.4886333333333333,25.980314267682658,243.0
40,24240,176.19788888888888,3.984471974392735,0.9950888888888889,39.70664620344332,17.14285659790039
41,24241,197.28184444444443,6.018372339352685,1.2296555555555555,59.36519457216038,14.875
42,24242,79.1422,7.831387385265979,1.287711111111111,61.25225449369146,1.0
43,24243,132.74734444444445,10.301249492925507,1.6320666666666668,67.69604393836718,inf
44,24244,0.0,0.0,0.0,0.0,0.0
45,24245,114.5291111111111,11.662396898257013,1.5448,85.43930588376313,1.0
46,24246,114.78427777777777,6.629718143002883,1.4054666666666666,71.94561590677577,12.368420600891113
47,24247,97.58524444444444,15.725421155697772,1.5919444444444444,69.96755080045993,1.0
48,24248,99.91177777777777,6.403694371192334,1.4599,60.359682230788124,0.9895833134651184
49,24249,167.03938888888888,10.821875366361342,1.4688666666666668,80.06523319202162,1.0
50,24250,121.07993333333333,5.959704019566765,1.4789555555555556,44.667522212541996,11.100000381469727
51,24251,112.76333333333334,7.623730561548074,1.3414666666666666,68.94229963109797,0.9733333587646484
52,24252,142.6894,11.932784670853913,1.3277333333333334,47.86578900139024,inf
53,24254,128.7415,7.627719245446146,1.5468555555555557,49.01135575215672,62.5
54,24255,180.74296666666666,5.140941628525982,1.0803111111111112,39.7567588059717,1.0
55,24256,132.12454444444444,9.454538799070967,1.5327777777777778,51.147917623123845,1.0
56,24257,183.8019,8.622801495083207,1.2940555555555555,68.01918597173078,35.28571319580078
57,24258,134.49702222222223,9.935072369532339,1.311811111111111,89.20177513866685,1.0
58,24259,166.1746777777778,2.5868345690490293,0.8774555555555555,20.05045616955219,8.071428298950195
59,24260,110.52226666666667,7.370233103479511,1.4788444444444444,32.35296651011997,12.368420600891113
60,24261,118.97208888888889,11.603752105510253,1.646088888888889,46.76990268320037,inf
61,24262,105.93591111111111,8.885424700691846,1.5755777777777777,71.384563652079,0.9921568632125854
62,24263,93.04956666666666,13.785607379596668,1.5237555555555555,88.59316313840517,1.0
63,24264,115.05838888888889,8.856780026228774,1.4915777777777777,44.04890273953731,41.33333206176758
64,24265,110.79287777777778,10.71278974151382,1.5642111111111112,46.298350984642965,83.66666412353516
65,24266,121.49636666666666,7.245302831927711,1.4756666666666667,26.423462193739,126.0
66,24267,106.1888,16.98947075935943,1.6696555555555554,42.48662362522364,inf
67,24268,143.79454444444445,16.236533479048717,1.784888888888889,59.274964900450556,9.15999984741211
68,24269,144.29942222222223,10.187623794796163,1.631388888888889,61.531321442965606,1.0
69,24270,116.47108888888889,13.878763385402344,1.7471555555555556,53.91281271429125,1.0
70,24271,112.01034444444444,12.35510012944052,1.6890333333333334,55.97840774152909,1.0
71,24272,105.76896666666667,9.998497508849786,1.573188888888889,50.12660569676214,0.9126983880996704
72,24273,161.04292222222222,5.265845765889839,1.1390666666666667,29.873564232498303,1.0
73,24274,111.437,12.964688194926502,1.4519,42.063947189899196,inf
74,24275,144.9568888888889,14.694783537264765,1.6380777777777777,58.17964248640162,1.0
75,24276,152.41895555555556,10.297223398580226,1.3596666666666666,114.42973143659643,5.195121765136719
76,24277,128.56066666666666,10.392465062568375,1.4366222222222222,65.93784666291647,253.0
77,24278,113.59317777777778,16.069246084523787,1.6317444444444444,74.3013109194905,1.0
78,24279,127.43087777777778,12.861529594133474,1.690811111111111,71.00043241008007,29.0
79,24280,139.26376666666667,9.349898491838736,1.381911111111111,37.0300611064483,1.0
80,24281,148.6048111111111,10.318004768184476,1.4374111111111112,50.409517222744746,35.28571319580078
81,24282,133.20095555555557,11.28635901702346,1.7013222222222222,65.76166775848682,1.0
82,24283,154.1430222222222,8.902092777616033,1.5606111111111112,54.72494191242616,47.79999923706055
83,24284,0.0,0.0,0.0,0.0,0.0
84,24285,125.83858888888889,8.081612109619712,1.5791,63.36446217887776,0.8242678046226501
85,24286,120.14024444444445,10.273089809163617,1.702488888888889,50.13901140209518,126.0
86,24287,137.7983,11.991296510211498,1.4919555555555555,55.43579968854255,30.25
87,24288,113.44162222222222,8.813077826230046,1.5054888888888889,62.05600023040151,123.0
88,24289,0.0,0.0,0.0,0.0,0.0
89,24290,117.40755555555556,8.223230751950506,1.4865444444444444,37.529461753662616,0.929411768913269
