,id,brightness_picture,sharpness_picture,entropy_picture,colorfulness_picture,contrast_picture
0,23100,147.45313333333334,7.361705029277235,1.4021222222222223,46.29928567744327,83.66666412353516
1,23101,81.18588888888888,6.829634546155348,1.4619,58.26814824651436,45.79999923706055
2,23102,135.2915888888889,10.242806109559167,1.5662555555555555,17.999846753713605,49.79999923706055
3,23103,144.47071111111111,11.87982642558149,1.5989444444444445,45.87153733704389,0.9921568632125854
4,23104,118.61065555555555,15.802660408352908,1.6628222222222222,52.512945332401046,1.0
5,23105,100.75547777777778,9.733107824606972,1.6275666666666666,93.33264116489804,83.66666412353516
6,23107,111.53271111111111,6.252889433111993,1.5225666666666666,85.68802049174242,0.9914893507957458
7,23108,142.2845888888889,10.294344625288348,1.5260333333333334,37.05377108462548,27.22222137451172
8,23109,131.03075555555554,8.396834382164364,1.468,50.986602097955654,20.16666603088379
9,23110,139.65203333333332,5.1492245014762075,1.1036333333333332,48.70128236666803,8.769230842590332
10,23111,110.47345555555556,11.117416428250353,1.4336,34.913734303140046,0.8916666507720947
11,23112,121.18363333333333,6.449359600991394,1.516788888888889,39.689197058245156,24.399999618530273
12,23114,121.83617777777778,5.8022007889510006,0.8949333333333334,53.718945795808196,1.0
13,23115,122.25067777777778,20.35394706620559,1.7917,38.774039382479536,1.0
14,23116,178.5363,7.002913081365523,1.4548,53.69695299061587,11.0
15,23117,136.34885555555556,9.094945218366046,1.4462555555555556,80.07241481298489,253.0
16,23118,113.6119,13.276748976736588,1.4850666666666668,60.69463696986394,1.0
17,23119,0.0,0.0,0.0,0.0,0.0
18,23121,104.77164444444445,5.485273217121997,1.4048333333333334,91.6268448585756,0.9921568632125854
19,23122,137.82801111111112,9.510565695890078,1.6278,68.10995288713742,1.0
20,23123,125.6712888888889,16.920884285320675,1.7981777777777779,38.78130314492013,inf
21,23124,164.67371111111112,4.599325024610237,1.206188888888889,64.53223146911105,13.941176414489746
22,23126,102.52068888888888,9.499612263689986,1.5691222222222223,62.386953999535976,1.0
