,id,brightness_picture,sharpness_picture,entropy_picture,colorfulness_picture,contrast_picture
0,14400,123.50608888888888,11.24465892251114,1.5413333333333334,53.91836006933754,1.0
1,14401,126.9644888888889,12.756696109483311,1.7063666666666666,66.9972325048484,62.5
2,14402,157.10894444444443,10.530634270999787,1.6815777777777778,28.163596720383005,10.043478012084961
3,14403,122.46558888888889,14.3673603782924,1.6464444444444444,57.469035467188355,1.0
4,14404,87.1992,5.662375412498946,1.2227222222222223,59.62121630495821,0.9661017060279846
5,14405,179.12136666666666,6.024946842094895,1.2971333333333332,67.03812333395331,inf
6,14406,107.59945555555555,7.860158812146032,1.4876666666666667,88.60742681180439,62.5
7,14407,137.70073333333335,11.943103479829293,1.6336555555555556,44.7597550193545,245.0
8,14408,146.6712777777778,16.56061166279038,1.7566555555555556,47.645508353039105,0.9843137264251709
9,14409,130.88453333333334,13.571133761540072,1.6776444444444445,59.455048615343756,35.28571319580078
10,14410,149.09753333333333,12.546764107004732,1.7276666666666667,39.33444196825382,1.0
11,14411,154.04427777777778,13.111698482706428,1.6222,64.85097612735969,1.0
12,14412,128.04593333333332,12.830706405639935,1.6199777777777777,28.702364264244103,11.095237731933594
13,14413,114.90374444444444,9.005971388971968,1.6139222222222223,35.31822715400936,inf
14,14414,175.98274444444445,5.92612348756024,1.2460111111111112,54.12953501521363,6.696969509124756
15,14415,127.77047777777777,14.533511344342454,1.6974777777777779,70.50313082540363,1.0
16,14416,134.33815555555555,15.27645058734987,1.7618111111111112,44.13094371770231,253.0
17,14417,140.06793333333334,13.34619669983323,1.6635555555555555,66.57178810543273,1.0
18,14418,113.99396666666667,10.23762965672134,1.6133111111111111,58.91135461585542,83.0
19,14419,105.59327777777777,13.610552683910502,1.6791444444444446,35.68002227322846,1.0
20,14420,112.2878,14.617447430682638,1.6513333333333333,98.02669277458185,1.0
21,14421,117.26253333333334,11.51488649077352,1.4818333333333333,43.96986472835879,1.0
22,14422,169.67927777777777,7.741270576745595,1.1947,53.30800136689557,30.75
23,14423,103.13031111111111,9.084799038258392,1.5464444444444445,73.31338403864059,253.0
24,14424,108.19798888888889,11.27109937058992,1.6356555555555556,68.10261799284555,1.0
25,14425,123.89838888888889,7.495795963788621,1.3287888888888888,61.54631568617361,62.5
26,14426,156.1312111111111,11.282382893118859,1.4405777777777777,96.6860518687422,1.0
27,14427,179.82618888888888,15.493681403569694,1.692911111111111,106.37983246963174,62.5
28,14428,173.19073333333333,10.909668275954095,1.4607777777777777,84.08555548029541,49.79999923706055
29,14429,143.44268888888888,10.553837283694005,1.5333,52.46451071242069,1.0
30,14430,107.54445555555556,12.382563459804134,1.4846,51.77526613262937,1.0
31,14431,101.69897777777778,10.344654140275447,1.557411111111111,42.243389776670696,0.976190447807312
32,14432,0.0,0.0,0.0,0.0,0.0
33,14433,157.2472,12.65482372898899,1.6130777777777778,66.8727249910433,1.0
34,14434,107.14963333333333,11.935840636182336,1.6249444444444445,60.612443027657896,1.0
35,14435,147.64395555555555,15.978006956207322,1.4569555555555556,60.92977652646489,1.0
36,14436,132.32153333333332,9.19827926333797,1.4753666666666667,84.68354560641346,253.0
37,14437,142.21664444444446,8.634114335218792,1.6035333333333333,48.30417001705476,80.33333587646484
38,14438,114.39816666666667,14.633208739591494,1.734288888888889,52.38213235089215,1.0
39,14439,113.57441111111112,8.301613698604159,1.621588888888889,42.58521178794716,0.9291338324546814
40,14440,101.18934444444444,7.906346091469133,1.4305777777777777,55.44326884798271,1.0
41,14441,145.33084444444444,15.506473248898944,1.7018111111111112,37.79261168855198,253.0
42,14442,146.38687777777778,8.84377131183642,1.6082222222222222,49.75847440606205,10.043478012084961
43,14443,149.8679,7.89491102507851,1.3899222222222223,61.14431976318953,inf
44,14444,80.88147777777777,7.254071721478635,1.4499666666666666,43.51484572199192,1.0
45,14445,80.26955555555556,9.13742593317285,1.5295555555555556,42.12187478802657,251.0
46,14446,0.0,0.0,0.0,0.0,0.0
47,14447,138.1204111111111,9.398206672664275,1.416388888888889,38.821796412796516,0.9838056564331055
48,14448,123.8895,10.935885728310398,1.5970111111111112,47.55171024836608,22.090909957885742
49,14449,120.49487777777777,10.143117582840677,1.5833666666666666,64.38386244004863,1.0
50,14450,117.13843333333334,10.838068200643157,1.6580555555555556,41.50835475532218,inf
51,14451,152.92774444444444,10.356003053460768,1.5188,82.84992253421149,1.0
52,14452,114.57211111111111,15.545600654274706,1.7289555555555556,88.30905621847285,1.0
53,14453,110.14733333333334,20.92524037111152,1.7555444444444444,44.507888294883585,1.0
54,14454,172.48353333333333,9.666482080293235,1.2747555555555556,89.70869147350604,1.0
55,14455,90.2116,14.099251943323948,1.6168111111111112,34.98079764336053,1.0
56,14456,110.98488888888889,15.114336933185626,1.6531444444444445,42.243135974423076,1.0
57,14457,105.6739,9.72729312218062,1.600411111111111,62.10481759906969,35.28571319580078
58,14458,122.38343333333333,9.613914401983305,1.6012111111111111,59.847921116776895,49.79999923706055
59,14459,131.4976111111111,9.037790108359037,1.4294222222222221,87.65084628847046,1.0
60,14460,150.6533,10.280448606426518,1.3762333333333334,40.19195063022714,1.0
61,14461,140.26343333333332,6.228152643742305,1.4089444444444446,45.95993771141471,14.125
62,14462,114.08445555555555,11.048676365413733,1.6701555555555556,46.991305097973935,0.9919999837875366
63,14463,152.6461888888889,8.107376904885674,1.4534222222222222,49.60897695436338,1.0
64,14464,121.3599,9.934329766510864,1.5437888888888889,46.72482974775139,12.368420600891113
65,14466,95.80716666666666,9.209091087582582,1.529111111111111,78.95051725199045,1.0
66,14467,138.75952222222222,13.913815083670274,1.7632222222222222,46.771170527493524,1.0
67,14468,113.66692222222223,11.546413443561232,1.5057777777777779,109.90321120738483,1.0
68,14469,86.56576666666666,12.674545777587683,1.5100888888888888,49.35618055675161,1.0
69,14470,98.92886666666666,17.138271384649254,1.7707111111111111,85.82560367945254,1.0
70,14471,141.8087,12.572919592821593,1.634,74.15267464035296,62.5
71,14472,115.97815555555556,16.036490882259677,1.6773333333333333,55.49239481742505,1.0
72,14473,0.0,0.0,0.0,0.0,0.0
73,14474,130.92121111111112,6.853190614337462,1.4427333333333334,29.281242219460804,1.0
74,14475,102.29203333333334,8.580615654670058,1.4022222222222223,77.15074979424325,1.0
75,14476,114.85742222222223,14.98217443660908,1.498711111111111,40.14456059140851,1.0
76,14477,138.2556,9.141976774928237,1.6056333333333332,56.335871654328145,20.16666603088379
77,14478,142.8025111111111,7.258651113177872,1.4562666666666666,66.55049762828011,21.909090042114258
78,14479,128.2568777777778,5.7457433256308965,1.1952888888888888,65.26793878697201,0.9585062265396118
79,14480,94.65172222222222,23.282251486003396,1.771111111111111,71.63306981580652,1.0
80,14481,113.91484444444444,10.020327093398485,1.530788888888889,37.75747915042373,1.0
81,14482,136.05471111111112,13.282007764242707,1.5893333333333333,58.51072176070489,1.0
82,14483,112.83787777777778,10.842186543504262,1.4558222222222221,72.76524610345788,24.399999618530273
83,14484,119.94251111111112,6.148404757229304,1.5354,13.525309926132271,0.9224137663841248
84,14485,172.9800111111111,8.862764083249763,1.2558111111111112,44.73132267317397,253.0
85,14486,165.49594444444443,8.698380404918714,1.1194111111111111,32.66233293169895,126.0
86,14487,104.55417777777778,11.407009645318062,1.494588888888889,58.88791483027534,83.66666412353516
87,14488,164.17013333333333,9.08563672406668,1.5101222222222221,88.7497520481421,27.22222137451172
88,14489,128.06452222222222,8.084855090029329,1.4270333333333334,41.28472108078998,14.875
89,14490,147.32986666666667,5.304403662380402,0.9451555555555555,42.40518513650591,18.538461685180664
90,14491,184.1504111111111,9.414419636219794,1.4319,48.64705052066678,126.0
91,14492,175.1031,8.758055035845612,1.3204,87.08862223955947,10.545454978942871
92,14493,97.51517777777778,13.556383443128341,1.6838777777777778,66.97482627534929,1.0
93,14494,114.30035555555556,13.602756169629004,1.6457333333333333,51.176239049240735,1.0
94,14495,121.3047888888889,10.182932598845602,1.5663,39.93071404129721,30.75
95,14496,115.734,8.512220497101135,1.5338888888888889,69.85147397954435,0.9756097793579102
96,14497,109.21998888888889,16.485894123415076,1.7651777777777777,32.09717961002396,1.0
97,14498,77.95141111111111,13.303252862899724,1.422511111111111,52.10200829915946,1.0
98,14499,119.89842222222222,3.789531192015214,1.2401111111111112,21.720274599753893,11.105262756347656
