recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
13111,Scotch Broth II,pictures/recipes_13100_13199/recipe_13111.png,"2 ¼ pounds leg of lamb #8 cups water #3 onions, chopped #3 turnips, chopped #2 carrots, chopped #1 tablespoon whole black peppercorns #½ cup barley #1 carrot, diced #2 onions, minced #1 leek, chopped #1 stalk celery, diced #2 turnips, diced ",13088,Scotch Broth I,pictures/recipes_13000_13099/recipe_13088.png,"2 pounds meaty beef soup bones #2 quarts water #6 whole black peppercorns #1 cup chopped carrots #1 cup turnips, chopped #1 cup chopped celery #½ cup chopped onion #¼ cup pearl barley ",1
