recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
18015,Lighter Banana Muffins,pictures/recipes_18000_18099/recipe_18015.png,"2 eggs, beaten #3 very ripe bananas, mashed #2 cups all-purpose flour #1 teaspoon salt #¾ cup white sugar #1 teaspoon baking soda ",20933,Banana Muffins I,pictures/recipes_20900_20999/recipe_20933.png,1 cup all-purpose flour #1 tablespoon baking powder #½ teaspoon baking soda #¼ teaspoon salt #1 cup mashed ripe banana #¼ cup white sugar #¼ cup sour cream #1 egg #½ teaspoon vanilla extract ,2
20742,Soft Cinnamon Rolls,pictures/recipes_20700_20799/recipe_20742.png,"1 (.25 ounce) package active dry yeast #¾ cup warm water (110 degrees F/45 degrees C) #¼ cup white sugar #¾ teaspoon salt #1 egg, room temperature #2 ½ cups bread flour #¼ cup butter, softened #1 tablespoon ground cinnamon #½ cup brown sugar ",24351,Cinnamon Rolls II,pictures/recipes_24300_24399/recipe_24351.png,"1 cup milk #½ cup butter #1 cup water #1 tablespoon active dry yeast #1 cup white sugar #1 teaspoon salt #2 large eggs eggs #6 cups all-purpose flour #2 teaspoons ground cinnamon #2 cups dark brown sugar #½ cup butter, softened #2 cups confectioners' sugar #1 (3 ounce) package cream cheese, softened #1 tablespoon butter, softened #½ teaspoon vanilla extract #3 tablespoons milk ",2
19059,Strawberry Pie IV,pictures/recipes_19000_19099/recipe_19059.png,"1 (8 ounce) container frozen whipped topping, thawed #1 (14 ounce) can sweetened condensed milk #2 cups diced fresh strawberries #¼ cup lemon juice #2 drops red food coloring #1 (9 inch) prepared graham cracker crust ",15838,Easy as Pie Strawberry Pie,pictures/recipes_15800_15899/recipe_15838.png,"1 (9 inch) pie crust, baked #1 (10 ounce) package frozen strawberries #1 (8 ounce) jar ready-to-use strawberry glaze #1 (8 ounce) container frozen whipped topping, thawed ",1
17071,White Bean and Artichoke Salad,pictures/recipes_17000_17099/recipe_17071.png,"3 cups white beans, drained #½ (14 ounce) can artichoke hearts, drained and quartered #⅔ cup diced green bell pepper #⅓ cup chopped black olives #¼ cup chopped red onion #¼ cup chopped fresh parsley #¼ ounce chopped fresh mint leaves #¾ teaspoon dried basil #⅓ cup olive oil #¼ cup red wine vinegar # salt and pepper to taste ",14301,Artichoke Salad I,pictures/recipes_14300_14399/recipe_14301.png,"1 (10.75 ounce) package chicken flavored rice mix (e.g. Rice A Roni) #½ cup mayonnaise #1 tablespoon Worcestershire sauce #1 tablespoon lemon juice #1 teaspoon curry powder #1 dash hot pepper sauce #2 (6.5 ounce) jars marinated artichoke hearts, diced #6 green onions, chopped #12 pimento-stuffed green olives, chopped #1 green bell pepper, chopped ",2
12634,Creamy Lemon Pie I,pictures/recipes_12600_12699/recipe_12634.png,"1 (9 inch) prepared graham cracker crust #1 (14 ounce) can sweetened condensed milk #⅓ cup fresh lemon juice #1 (12 ounce) container frozen whipped topping, thawed ",15661,Lemon Pineapple Pie,pictures/recipes_15600_15699/recipe_15661.png,1 (9 inch) prepared graham cracker crust #1 (20 ounce) can crushed pineapple with juice #1 (3 ounce) package instant lemon pudding mix #½ cup sour cream ,1
11921,Fresh Spinach and Sun-Dried Tomato Lasagna,pictures/recipes_11900_11999/recipe_11921.png,"1 (16 ounce) package lasagna noodles #1 ½ tablespoons olive oil #1 onion, chopped #1 carrot, finely chopped #1 stalk celery, finely chopped #¾ pound mushrooms, chopped #2 cloves garlic, minced #½ cup dry white wine #1 (28 ounce) can diced tomatoes with juice #2 sun-dried tomatoes, chopped #1 teaspoon dried thyme # salt to taste # ground black pepper to taste #⅓ cup all-purpose flour #3 cups heavy whipping cream #¼ teaspoon ground nutmeg #1 pinch salt #8 cups spinach, rinsed #1 cup grated Parmesan cheese ",11787,Spinach Lasagna I,pictures/recipes_11700_11799/recipe_11787.png,"1 onion, chopped #2 cloves garlic, minced #1 tablespoon vegetable oil #3 tablespoons water #1 pint part-skim ricotta cheese #1 pound firm tofu, crumbled #¼ cup grated Parmesan cheese #1 ½ pounds fresh spinach, washed and chopped #2 egg whites, beaten #¼ teaspoon ground black pepper #2 ½ tablespoons chopped fresh parsley #8 lasagna noodles #6 ounces mozzarella cheese, shredded #6 cups tomato sauce ",1
15284,White BBQ Sauce,pictures/recipes_15200_15299/recipe_15284.png,2 cups mayonnaise #2 tablespoons ground black pepper #2 tablespoons salt #6 tablespoons lemon juice #6 tablespoons distilled white vinegar #4 tablespoons white sugar ,20356,Jack BBQ Sauce,pictures/recipes_20300_20399/recipe_20356.png,"1 cup ketchup #2 tablespoons steak sauce #1 teaspoon garlic salt #2 teaspoons liquid smoke flavoring #1 teaspoon onion powder #3 tablespoons brown sugar #2 teaspoons lemon juice #4 drops hot pepper sauce, or to taste #4 dashes Worcestershire sauce #2 tablespoons whiskey ",1
24380,Green Salad with Cranberry Vinaigrette,pictures/recipes_24300_24399/recipe_24380.png,"1 cup sliced almonds #3 tablespoons red wine vinegar #⅓ cup olive oil #¼ cup fresh cranberries #1 tablespoon Dijon mustard #½ teaspoon minced garlic #½ teaspoon salt #½ teaspoon ground black pepper #2 tablespoons water #½ red onion, thinly sliced #4 ounces crumbled blue cheese #1 pound mixed salad greens ",14458,Apple Walnut Salad with Cranberry Vinaigrette,pictures/recipes_14400_14499/recipe_14458.png,"½ cup chopped walnuts #¼ cup cranberries #¼ cup balsamic vinegar #1 cup red onion, chopped #1 tablespoon white sugar #1 tablespoon Dijon-style prepared mustard #1 cup vegetable oil # salt and pepper to taste #10 cups mixed salad greens, rinsed and dried #2 Red Delicious apples, cored and thinly sliced ",2
10920,Cinnamon Butter Cookies,pictures/recipes_10900_10999/recipe_10920.png,"1 cup butter #⅔ cup white sugar #1 egg #1 teaspoon vanilla extract #2 ½ cups sifted all-purpose flour #½ teaspoon salt #2 teaspoons ground cinnamon #3 cups sifted confectioners' sugar #1 tablespoon vanilla extract #⅛ teaspoon salt #½ cup butter, melted #3 tablespoons milk ",10359,Butter Cookies III,pictures/recipes_10300_10399/recipe_10359.png,2 cups butter #8 cups all-purpose flour #2 cups white sugar #6 eggs ,2
12340,Watermelon Pie,pictures/recipes_12300_12399/recipe_12340.png,"1 (3 ounce) package watermelon flavored Jell-O® #¼ cup water #1 (12 ounce) container frozen whipped topping, thawed #2 cups watermelon #1 (9 inch) prepared graham cracker crust ",12652,Watermelon Harvest Pie,pictures/recipes_12600_12699/recipe_12652.png,3 cups chopped watermelon rind #1 ⅓ cups dried cranberries #¾ cup chopped walnuts #⅓ cup distilled white vinegar #½ cup white sugar #2 teaspoons pumpkin pie spice #1 teaspoon all-purpose flour #¼ teaspoon salt #1 recipe pastry for a 9 inch double crust pie #½ cup confectioners' sugar #2 teaspoons orange zest #1 teaspoon orange juice ,2
