recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
10512,Pineapple Brownies,pictures/recipes_10500_10599/recipe_10512.png,"½ cup butter #2 (1 ounce) squares unsweetened chocolate #1 cup white sugar #2 eggs #½ cup crushed pineapple, drained #1 cup all-purpose flour #½ teaspoon vanilla extract #¼ teaspoon baking soda #½ teaspoon baking powder #½ teaspoon salt #½ cup chopped walnuts #1 ½ cups confectioners' sugar #3 tablespoons butter ",10805,Brownies I,pictures/recipes_10800_10899/recipe_10805.png,6 (1 ounce) squares unsweetened chocolate #⅔ cup butter #2 cups white sugar #4 eggs #1 ¼ cups all-purpose flour #1 teaspoon salt #1 teaspoon baking powder #½ cup chopped walnuts ,2
13024,Italian Wedding Soup,pictures/recipes_13000_13099/recipe_13024.png,"½ pound extra-lean ground beef #1 large egg, lightly beaten #2 tablespoons dry bread crumbs #1 tablespoon grated Parmesan cheese #½ teaspoon dried basil #½ teaspoon onion powder #5 ¾ cups chicken broth #2 cups thinly sliced escarole #1 cup uncooked orzo pasta #⅓ cup finely chopped carrot ",13434,Mama's Italian Wedding Soup,pictures/recipes_13400_13499/recipe_13434.png,"1 pound extra-lean ground beef #2 eggs, beaten #¼ cup dried bread crumbs #2 tablespoons grated Parmesan cheese #1 teaspoon dried basil #3 tablespoons minced onion #2 ½ quarts chicken broth #2 cups spinach - packed, rinsed and thinly sliced #1 cup seashell pasta #¾ cup diced carrots ",1
23427,Chicken Pot Pie VII,pictures/recipes_23400_23499/recipe_23427.png,"2 cups all-purpose flour #¾ cup shortening #¼ cup cold water #1 tablespoon onion salt #1 tablespoon shortening #1 pound skinless, boneless chicken breast halves - cubed #1 cup chopped onion #1 (15 ounce) can green beans #1 teaspoon onion salt #1 tablespoon white sugar #¼ teaspoon garlic powder #¼ teaspoon black pepper #¼ teaspoon dried oregano #1 (10.75 ounce) can condensed cream of chicken soup ",15725,Luscious Chicken Pot Pie,pictures/recipes_15700_15799/recipe_15725.png,"1 recipe pastry for a (10 inch) double crust pie #4 boneless chicken breast halves, cooked and diced #2 (10.75 ounce) cans condensed cream of chicken soup #3 (15 ounce) cans mixed vegetables, drained ",2
11802,Spaghetti Sauce II,pictures/recipes_11800_11899/recipe_11802.png,"1 onion, chopped #3 cloves garlic, minced #2 tablespoons olive oil #1 (28 ounce) can whole peeled tomatoes #2 (6 ounce) cans tomato paste #2 tablespoons dried basil #1 tablespoon dried oregano #2 bay leaves #1 tablespoon white sugar #¼ teaspoon crushed red pepper flakes #¼ cup red wine #1 pound Italian sausage links ",19375,Homemade Spaghetti Sauce,pictures/recipes_19300_19399/recipe_19375.png,"1 chopped onion #5 cloves garlic, chopped #2 teaspoons olive oil #2 (28 ounce) cans peeled ground tomatoes in paste #1 (6 ounce) can Italian-style tomato paste #7 cups water #3 tablespoons Italian seasoning #2 tablespoons dried basil #1 teaspoon white sugar #½ cup red wine #1 pinch crushed red pepper ",1
11331,Pumpkin Whoopie Pies,pictures/recipes_11300_11399/recipe_11331.png,2 cups packed brown sugar #1 cup vegetable oil #1 ½ cups solid pack pumpkin puree #2 eggs #3 cups all-purpose flour #1 teaspoon salt #1 teaspoon baking powder #1 teaspoon baking soda #1 teaspoon vanilla extract #1 ½ tablespoons ground cinnamon #½ tablespoon ground ginger #½ tablespoon ground cloves #1 egg white #2 tablespoons milk #1 teaspoon vanilla extract #2 cups confectioners' sugar #¾ cup shortening ,10016,Whoopie Pies I,pictures/recipes_10000_10099/recipe_10016.png,½ cup shortening #1 cup white sugar #2 eggs #2 cups all-purpose flour #5 tablespoons unsweetened cocoa powder #1 teaspoon baking powder #½ teaspoon salt #1 teaspoon baking soda #1 cup milk #1 teaspoon vanilla extract #¾ cup shortening #2 cups confectioners' sugar #1 pinch salt #1 teaspoon vanilla extract ,2
16573,Chicken Fried Chicken,pictures/recipes_16500_16599/recipe_16573.png,"30 saltine crackers #2 tablespoons all-purpose flour #2 tablespoons dry potato flakes #1 teaspoon seasoned salt #½ teaspoon ground black pepper #1 egg #6 skinless, boneless chicken breast halves #2 cups vegetable oil for frying ",21659,Chicken Quesadillas,pictures/recipes_21600_21699/recipe_21659.png,"1 pound skinless, boneless chicken breast, diced #1 (1.27 ounce) packet fajita seasoning #1 tablespoon vegetable oil #2 green bell peppers, chopped #2 red bell peppers, chopped #1 onion, chopped #10 (10 inch) flour tortillas #1 (8 ounce) package shredded Cheddar cheese #1 (8 ounce) package shredded Monterey Jack cheese #1 tablespoon bacon bits ",1
15396,C and L's Stuffed Black Olives,pictures/recipes_15300_15399/recipe_15396.png,"4 ounces ground pork #4 ounces ground beef #1 ½ teaspoons Italian seasoning #1 teaspoon garlic powder #½ small onion, shredded #1 tablespoon dried parsley #¼ cup grated Parmesan cheese # salt and pepper to taste #1 (15 ounce) can black olives, drained #2 eggs #2 cups Italian-style dried bread crumbs #2 cups vegetable oil ",14798,Stuffed Olives,pictures/recipes_14700_14799/recipe_14798.png,"1 (6 ounce) can large, pitted black olives #4 ounces cream cheese ",1
11532,Peanut Butter Tarts,pictures/recipes_11500_11599/recipe_11532.png,"½ cup shortening #½ cup white sugar #½ cup packed brown sugar #1 egg #½ cup peanut butter #1 ¼ cups all-purpose flour #½ teaspoon baking powder #¾ teaspoon baking soda #¼ teaspoon salt #12 miniature chocolate covered peanut butter cups, unwrapped #1 cup frozen whipped topping, thawed ",12333,Raisin Butter Tarts,pictures/recipes_12300_12399/recipe_12333.png,"14 (4 inch) prepared tart shells #1 egg #1 cup packed brown sugar #3 tablespoons butter, melted #2 tablespoons lemon juice #¼ teaspoon ground nutmeg #1 cup raisins ",1
16413,Crab and Shrimp Louis,pictures/recipes_16400_16499/recipe_16413.png,"4 eggs #1 head iceberg lettuce, shredded #¼ cucumber, thinly sliced #½ pound crabmeat #8 ounces cooked shrimp #1 avocado - peeled, pitted and sliced #8 cherry tomatoes, halved #⅔ cup mayonnaise #⅓ cup hot chile sauce #2 tablespoons sweet pickle relish # salt and pepper to taste #1 tablespoon chopped fresh parsley #1 lemon - cut into wedges, for garnish ",12831,Shrimp and Crab Casserole,pictures/recipes_12800_12899/recipe_12831.png,"2 cups water #1 cup uncooked white rice #1 pound crab meat #2 (12 ounce) packages frozen shrimp, thawed #2 cups mayonnaise #1 cup chopped onion #2 cups milk #1 teaspoon hot pepper sauce #½ cup sliced almonds #10 buttery round crackers, crushed ",2
16807,Light and Fluffy Peanut Butter Pie,pictures/recipes_16800_16899/recipe_16807.png,"1 (9 inch) prepared graham cracker crust #1 (16 ounce) jar reduced fat peanut butter #1 cup confectioners' sugar #1 (8 ounce) package cream cheese, softened ",15827,Peanut Butter Pie XII,pictures/recipes_15800_15899/recipe_15827.png,"1 (9 inch) prepared chocolate cookie crumb crust #1 (8 ounce) package Neufchatel cheese #1 cup confectioners' sugar #½ cup peanut butter #½ cup skim milk #1 (8 ounce) container frozen whipped topping, thawed ",1
