recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
12084,Caramel Pie I,pictures/recipes_12000_12099/recipe_12084.png,"3 tablespoons butter #4 tablespoons sifted all-purpose flour #1 cup white sugar #1 egg #1 cup milk #1 teaspoon vanilla extract #1 (9 inch) pie crust, baked ",12699,Quick Caramel Apple Pie,pictures/recipes_12600_12699/recipe_12699.png,"2 (9 inch) unbaked pie shells #5 large tart apples, cored and sliced #4 tablespoons all-purpose flour #⅓ cup packed brown sugar #1 cup fat free caramel dip ",2
13096,Cream of Mushroom Soup,pictures/recipes_13000_13099/recipe_13096.png,5 cups sliced fresh mushrooms #1 ½ cups chicken broth #½ cup chopped onion #⅛ teaspoon dried thyme #3 tablespoons butter #3 tablespoons all-purpose flour #¼ teaspoon salt #¼ teaspoon ground black pepper #1 cup half-and-half #1 tablespoon sherry ,17897,Hungarian Mushroom Soup,pictures/recipes_17800_17899/recipe_17897.png,"4 tablespoons unsalted butter #2 cups chopped onions #1 pound fresh mushrooms, sliced #2 teaspoons dried dill weed #1 tablespoon paprika #1 tablespoon soy sauce #2 cups chicken broth #1 cup milk #3 tablespoons all-purpose flour #1 teaspoon salt # ground black pepper to taste #2 teaspoons lemon juice #¼ cup chopped fresh parsley #½ cup sour cream ",2
11238,Melt In Your Mouth Peanut Butter Cookies,pictures/recipes_11200_11299/recipe_11238.png,1 cup shortening #1 cup white sugar #1 cup packed brown sugar #1 cup peanut butter #2 eggs #2 tablespoons water #2 ½ cups sifted all-purpose flour #1 teaspoon baking soda #1 teaspoon salt ,10561,Peanut Butter Sandwich Cookies,pictures/recipes_10500_10599/recipe_10561.png,1 cup peanut butter #1 cup butter flavored shortening #1 cup white sugar #1 cup packed brown sugar #1 teaspoon vanilla extract #3 eggs #3 cups all-purpose flour #2 teaspoons baking soda #¼ teaspoon salt #½ cup creamy peanut butter #3 cups confectioners' sugar #1 teaspoon vanilla extract #5 tablespoons milk ,2
23689,Company Potatoes,pictures/recipes_23600_23699/recipe_23689.png,"1 (2 pound) package frozen hash brown potatoes, thawed #1 (10.75 ounce) can condensed cream of potato soup #1 (10.75 ounce) can condensed cream of celery soup #1 (16 ounce) container sour cream #¼ cup milk #½ cup chopped onion #1 teaspoon salt #½ teaspoon pepper #⅛ teaspoon dried dill weed #1 ½ cups shredded Cheddar cheese # paprika to taste ",24324,My Potatoes,pictures/recipes_24300_24399/recipe_24324.png,"5 potatoes, peeled and sliced #½ tablespoon seasoning salt #¼ tablespoon dried parsley #4 tablespoons butter, sliced ",1
18245,Baked Corn from Scratch I,pictures/recipes_18200_18299/recipe_18245.png,"2 cups whole kernel corn #¼ cup chopped onion #¼ cup green bell pepper, chopped #2 tablespoons margarine #2 tablespoons all-purpose flour #1 teaspoon salt # ground black pepper #¾ cup milk #1 egg #⅓ cup cracker crumbs #1 tablespoon butter, melted ",22933,Baked Corn II,pictures/recipes_22900_22999/recipe_22933.png,"1 (16 ounce) package frozen corn kernels, thawed and drained #¾ cup milk #1 egg #4 tablespoons butter, melted #1 tablespoon white sugar #1 tablespoon all-purpose flour # salt and pepper to taste ",2
19079,Pumpkin Cake III,pictures/recipes_19000_19099/recipe_19079.png,2 cups white sugar #1 ¼ cups vegetable oil #1 teaspoon vanilla extract #2 cups canned pumpkin #4 eggs #2 cups all-purpose flour #3 teaspoons baking powder #2 teaspoons baking soda #¼ teaspoon salt #2 teaspoons ground cinnamon #1 cup chopped walnuts (Optional),22572,Pumpkin Cake II,pictures/recipes_22500_22599/recipe_22572.png,1 (18.25 ounce) package yellow cake mix #¾ cup white sugar #½ cup vegetable oil #1 cup pumpkin #¼ cup water #1 teaspoon ground cinnamon #4 eggs ,1
14351,Summer Chicken Salad,pictures/recipes_14300_14399/recipe_14351.png,"1 ½ pounds boneless chicken breast halves - cooked, cooled and cubed #1 (8 ounce) can mandarin oranges, drained #1 (8 ounce) can pineapple chunks, drained and cut in half #½ cup chopped pecans #1 cup light mayonnaise #2 teaspoons dried dill weed #2 teaspoons white sugar ",14219,Summer Potato Salad,pictures/recipes_14200_14299/recipe_14219.png,5 cups peeled and cubed potatoes #3 eggs #⅓ cup lemon juice #¼ cup vegetable oil #2 teaspoons white sugar #1 ½ teaspoons seasoning salt #1 ½ teaspoons Worcestershire sauce #1 teaspoon ground mustard #¼ teaspoon ground black pepper #½ cup mayonnaise #¼ cup chopped green onions #⅓ cup chopped celery #3 tablespoons chopped fresh parsley ,2
23400,Pecan French Toast,pictures/recipes_23400_23499/recipe_23400.png,"4 eggs #⅔ cup orange juice #⅓ cup milk #¼ cup white sugar #¼ teaspoon nutmeg #¼ teaspoon vanilla extract #½ (1 pound) loaf Italian bread, cut into 1 inch slices #⅓ cup butter, melted #½ cup chopped pecans #2 tablespoons grated orange zest ",21726,Sweet French Toast,pictures/recipes_21700_21799/recipe_21726.png,"3 eggs #¼ cup milk #2 ½ tablespoons maple syrup #1 teaspoon vanilla extract #1 teaspoon ground cinnamon #⅓ cup cornflakes cereal, crumbled #8 slices white bread #2 tablespoons confectioners' sugar for dusting ",1
16853,Maple Apple Crisp,pictures/recipes_16800_16899/recipe_16853.png,"5 medium (2-3/4"" dia) (approx 3 per lb)s apples - peeled, cored, and sliced #¾ cup maple syrup #½ cup all-purpose flour #½ cup rolled oats #½ cup brown sugar #1 pinch salt #½ cup butter, softened ",24127,Apple Oatmeal Crisp,pictures/recipes_24100_24199/recipe_24127.png,"1 cup brown sugar #1 cup rolled oats #1 cup all-purpose flour #½ cup butter, melted #3 cups apples - peeled, cored and chopped #½ cup white sugar #2 teaspoons ground cinnamon ",2
15620,Marinated Beet Salad,pictures/recipes_15600_15699/recipe_15620.png,1 (16 ounce) can whole beets #¼ cup white sugar #1 teaspoon prepared mustard #¼ cup white wine vinegar #¼ cup diced red onion ,16257,Marinated Salad,pictures/recipes_16200_16299/recipe_16257.png,"1 (15 ounce) can peas, drained #1 (15 ounce) can shoe peg corn, drained #1 (15 ounce) can green beans, drained #1 (2 ounce) jar pimentos #1 cup chopped celery #½ cup chopped green bell pepper #½ cup chopped onion #1 cup white sugar #½ teaspoon ground black pepper #1 teaspoon salt #½ cup vegetable oil #¾ cup white wine vinegar ",2
