recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
21542,Sweet and Sour Fish,pictures/recipes_21500_21599/recipe_21542.png,"1 pound halibut #1 tablespoon soy sauce #1 tablespoon all-purpose flour #2 cups oil for deep frying #1 green bell pepper, diced #1 onion, diced #1 (8 ounce) can pineapple chunks, juice reserved #1 ½ tablespoons white sugar # salt to taste #3 tablespoons ketchup #1 tablespoon water #1 teaspoon sesame oil #2 teaspoons all-purpose flour ",14360,Sweet and Sour Salad,pictures/recipes_14300_14399/recipe_14360.png,"1 cup vegetable oil #¾ cup white sugar #½ cup red wine vinegar #3 teaspoons soy sauce #1 cup chopped walnuts #1 (3 ounce) package ramen noodles #4 tablespoons butter #1 head romaine lettuce- rinsed, dried and chopped #1 head fresh broccoli, chopped #1 bunch green onions, chopped ",2
23740,Yorkshire Pudding II,pictures/recipes_23700_23799/recipe_23740.png,"1 cup all-purpose flour #½ teaspoon salt #1 cup milk #2 eggs, beaten ",18310,Karrie's Yorkshire Pudding,pictures/recipes_18300_18399/recipe_18310.png,3 tablespoons shortening #1 ¼ cups all-purpose flour #2 cups low-fat milk #4 eggs ,2
23760,Brunch Enchiladas,pictures/recipes_23700_23799/recipe_23760.png,"1 pound cooked ham, chopped #¾ cup sliced green onions #¾ cup chopped green bell peppers #3 cups shredded Cheddar cheese, divided #10 (7 inch) flour tortillas #5 eggs, beaten #2 cups half-and-half cream #½ cup milk #1 tablespoon all-purpose flour #¼ teaspoon garlic powder #1 dash hot pepper sauce ",18064,Enchiladas,pictures/recipes_18000_18099/recipe_18064.png,2 pounds lean ground beef #1 large chopped onion #⅛ teaspoon garlic salt #12 (8 inch) flour tortillas #2 teaspoons vegetable oil #8 ounces shredded Colby cheese #2 (19 ounce) cans enchilada sauce ,2
23752,Kiss Cookies,pictures/recipes_23700_23799/recipe_23752.png,".666 cup butter, softened #⅓ cup brown sugar #1 egg #1 ¼ cups all-purpose flour #1 egg white #1 cup finely chopped walnuts #30 milk chocolate candy kisses, unwrapped ",24031,Oatmeal Kiss Cookies,pictures/recipes_24000_24099/recipe_24031.png,"1 (13 ounce) package HERSHEY®'S KISSES® Milk Chocolates #½ cup butter, softened #½ cup shortening #1 cup white sugar #1 cup packed light brown sugar #2 large eggs eggs #2 cups all-purpose flour #1 teaspoon baking soda #1 teaspoon salt #2 ⅛ cups quick-cooking oats #1 cup chopped walnuts ",1
10542,Mom's Raisin Oatmeal Cookies,pictures/recipes_10500_10599/recipe_10542.png,1 ½ cups all-purpose flour #½ teaspoon baking soda #1 teaspoon salt #¼ teaspoon ground cinnamon #1 ½ cups quick cooking oats #1 egg #1 cup packed brown sugar #½ cup vegetable oil #½ cup milk #1 teaspoon vanilla extract #1 cup raisins ,10883,Oatmeal Raisin Cookies III,pictures/recipes_10800_10899/recipe_10883.png,1 cup raisins #1 ¼ cups water #⅔ cup butter #1 cup white sugar #2 eggs #1 cup rolled oats #2 cups all-purpose flour #1 teaspoon baking soda #1 teaspoon ground cinnamon #½ teaspoon ground cloves #½ teaspoon ground nutmeg #½ teaspoon salt ,2
16663,Spinach and Cheese Stuffed Pasta Shells,pictures/recipes_16600_16699/recipe_16663.png,"32 jumbo pasta shells #2 cups ricotta cheese #2 (10 ounce) packages frozen chopped spinach, thawed and drained #1 cup grated Parmesan cheese #2 tablespoons fennel seed #2 teaspoons dried basil #4 cloves garlic, minced # salt and pepper to taste #3 ½ cups spaghetti sauce ",24711,Tofu and Cheese Stuffed Shells,pictures/recipes_24700_24799/recipe_24711.png,"1 (16 ounce) package jumbo pasta shells #⅓ cup grated carrot #¼ cup shredded zucchini #3 tablespoons chopped onion #1 (8 ounce) container tofu #½ cup shredded Monterey Jack cheese #1 cup shredded mozzarella cheese, divided #½ cup ricotta cheese #1 egg white #½ teaspoon salt #½ teaspoon pepper #2 (8 ounce) cans diced tomatoes #⅓ cup tomato paste #1 teaspoon dried basil #1 teaspoon dried oregano #¼ teaspoon garlic powder #1 teaspoon minced garlic ",1
14751,Cola Chops,pictures/recipes_14700_14799/recipe_14751.png,8 pork chops #1 cup cola-flavored carbonated beverage #1 cup ketchup #4 tablespoons brown sugar ,21291,Cola Pork Chops,pictures/recipes_21200_21299/recipe_21291.png,1 cup ketchup #1 cup cola-flavored carbonated beverage #2 tablespoons brown sugar #8 pork chops # salt and pepper to taste ,2
16857,Peach Surprise Pie,pictures/recipes_16800_16899/recipe_16857.png,"1 (9 inch) pie crust, baked #2 (8 ounce) packages cream cheese, softened #¼ cup white sugar #½ teaspoon vanilla extract #2 cups sliced peaches, drained #¼ cup raspberry preserves #1 teaspoon lemon juice ",12667,Peach Custard Pie I,pictures/recipes_12600_12699/recipe_12667.png,"6 fresh peaches - pitted, skinned, and sliced #1 (9 inch) pie shell #½ cup white sugar #1 tablespoon all-purpose flour #1 pinch salt #1 pinch ground cinnamon #1 egg ",1
16528,Broccoli and Cheese Casserole,pictures/recipes_16500_16599/recipe_16528.png,3 cups water #1 (10 ounce) package yellow rice #1 (16 ounce) package frozen chopped broccoli #1 (16 ounce) jar process cheese sauce ,20004,Broccoli Noodles and Cheese Casserole,pictures/recipes_20000_20099/recipe_20004.png,"1 (16 ounce) package egg noodles #1 head broccoli, cut into florets #2 cups cottage cheese #2 cups shredded Cheddar cheese ",1
21198,Potatoes and Peppers,pictures/recipes_21100_21199/recipe_21198.png,"⅓ cup olive oil #6 potatoes, sliced #2 large red bell peppers, sliced into rings #1 large sweet onion, peeled and chopped # salt and pepper to taste ",24324,My Potatoes,pictures/recipes_24300_24399/recipe_24324.png,"5 potatoes, peeled and sliced #½ tablespoon seasoning salt #¼ tablespoon dried parsley #4 tablespoons butter, sliced ",1
