recipe_A_id,recipe_A_name,recipe_A_picture,recipe_A_ingredients,recipe_B_id,recipe_B_name,recipe_B_picture,recipe_B_ingredients,correct_answer
10703,Thumbprint Cookies II,pictures/recipes_10700_10799/recipe_10703.png,"½ cup butter, room temperature #¼ cup packed brown sugar #1 egg #½ teaspoon vanilla extract #1 cup all-purpose flour #¼ teaspoon salt #¾ cup finely chopped pecans #⅓ cup apricot preserves ",10824,Everything Cookies II,pictures/recipes_10800_10899/recipe_10824.png,1 cup butter #1 cup packed light brown sugar #1 cup white sugar #1 egg #1 teaspoon cream of tartar #1 cup rolled oats #1 cup flaked coconut #1 cup vegetable oil #2 teaspoons vanilla extract #3 cups all-purpose flour #1 teaspoon salt #1 teaspoon baking soda #1 cup crisp rice cereal #2 cups semisweet chocolate chips ,2
21323,Sara's Special Red Potato Salad,pictures/recipes_21300_21399/recipe_21323.png,"4 cups peeled and diced red potatoes #¾ cup vanilla yogurt #¼ cup chopped green onions #½ lemon, juiced #½ cup chopped celery #½ cup shredded carrots #¼ cup fresh bean sprouts #⅛ cup minced red onion # salt and pepper to taste #1 dash garlic salt ",18892,Hot Red Potato Salad,pictures/recipes_18800_18899/recipe_18892.png,"6 red potatoes #6 slices bacon, diced #1 onion, diced #½ cup chopped celery #1 cube chicken bouillon #½ cup boiling water #1 cup vinegar #2 teaspoons salt #¼ teaspoon ground black pepper #1 egg, beaten #¼ cup chopped fresh parsley ",2
19101,Strawberry Upside Down Cake,pictures/recipes_19100_19199/recipe_19101.png,"1 (18.25 ounce) package white cake mix #1 (6 ounce) package orange flavored Jell-O® mix #2 (10 ounce) packages frozen strawberries, thawed #1 (10.5 ounce) package miniature marshmallows ",16440,Cornmeal Strawberry Cake,pictures/recipes_16400_16499/recipe_16440.png,1 ⅓ cups cornmeal #⅔ cup unbleached all-purpose flour #½ teaspoon salt #1 teaspoon baking powder #¾ cup unsalted butter #1 ¼ cups white sugar #4 eggs #1 teaspoon vanilla extract #½ cup plain low-fat yogurt #1 cup sliced fresh strawberries ,2
17102,Angel Shrimp Pasta,pictures/recipes_17100_17199/recipe_17102.png,"½ cup margarine #1 onion, chopped #1 ½ cups sliced fresh mushrooms #1 (10.75 ounce) can condensed cream of mushroom soup #8 ounces jalapeno processed cheese spread #1 pound fresh shrimp, peeled and deveined #1 pound angel hair pasta ",11955,Garlic Shrimp Pasta,pictures/recipes_11900_11999/recipe_11955.png,1 pound vermicelli pasta #1 tablespoon vegetable oil #1 pound medium shrimp - peeled and deveined #3 tablespoons minced garlic #2 tablespoons butter #2 tablespoons grated Parmesan cheese ,1
22270,Spaghetti Sauce III,pictures/recipes_22200_22299/recipe_22270.png,"1 pound lean ground beef #¼ cup chopped onion #2 (14.5 ounce) cans stewed tomatoes #1 (6 ounce) can tomato paste #1 tablespoon dried basil #1 tablespoon garlic powder #1 tablespoon dried oregano #1 (4.5 ounce) can mushrooms, drained ",12040,Spaghetti With Marinara Sauce,pictures/recipes_12000_12099/recipe_12040.png,1 pound spaghetti #1 (28 ounce) can crushed tomatoes #1 (14.5 ounce) can diced tomatoes #1 (15 ounce) can tomato sauce #1 tablespoon minced garlic #2 teaspoons white sugar #2 teaspoons dried parsley #1 teaspoon garlic powder #½ teaspoon salt #¼ teaspoon dried oregano #¼ teaspoon dried basil #¼ teaspoon ground black pepper #1 ½ tablespoons capers #1 pinch crushed red pepper flakes (Optional),1
12000,Linguine with White Clam Sauce I,pictures/recipes_12000_12099/recipe_12000.png,"1 (16 ounce) package linguini pasta #1 tablespoon olive oil #3 cloves garlic, minced #2 (6.5 ounce) cans minced clams, with juice #¼ cup clam juice #1 tablespoon chopped fresh parsley # salt to taste # ground black pepper to taste ",11859,Pasta With White Clam Sauce,pictures/recipes_11800_11899/recipe_11859.png,2 tablespoons olive oil #4 tablespoons chopped onion #1 teaspoon minced garlic #1 teaspoon lemon juice #4 tablespoons white wine #1 ¼ cups white clam sauce #½ teaspoon crushed red pepper #8 ounces pasta ,2
10379,Caramel Nougat Bar Peanut Butter Cookies,pictures/recipes_10300_10399/recipe_10379.png,½ cup white sugar #½ cup packed brown sugar #½ cup butter #1 teaspoon vanilla extract #½ cup peanut butter #1 egg #1 ½ cups all-purpose flour #½ teaspoon baking soda #½ teaspoon baking powder #¼ teaspoon salt #36 fun size bars milk chocolate covered caramel and nougat candy ,10368,Double Peanut Butter Cookies I,pictures/recipes_10300_10399/recipe_10368.png,1 ½ cups sifted all-purpose flour #1 tablespoon milk #½ cup white sugar #½ teaspoon baking soda #¼ cup light corn syrup #¼ teaspoon salt #½ cup shortening #1 cup peanut butter #1 cup semisweet chocolate chips ,1
21799,Shrimp with Tomatoes and Feta Cheese,pictures/recipes_21700_21799/recipe_21799.png,"1 tablespoon chopped garlic #3 tablespoons olive oil #1 bunch green onions, chopped #2 jalapeno peppers, chopped #5 ripe tomatoes, chopped # ground black pepper to taste #¼ cup chopped fresh oregano #¼ cup fresh parsley, chopped #½ cup crumbled feta cheese #2 pounds fresh shrimp, peeled and deveined #1 tablespoon olive oil # salt and pepper to taste ",21120,Shrimp and Feta Cheese Pasta,pictures/recipes_21100_21199/recipe_21120.png,"3 tablespoons olive oil #1 pound shrimp, peeled and deveined #5 cloves garlic, minced #1 tablespoon white wine #1 pound linguine pasta #2 tomatoes, chopped #1 teaspoon dried oregano #½ teaspoon dried basil #1 (6 ounce) package crumbled feta cheese ",1
21183,Squash and Apple Soup,pictures/recipes_21100_21199/recipe_21183.png,"2 teaspoons butter #1 onion, chopped #1 pound butternut squash, peeled and chopped #2 apples, peeled and chopped #1 small potato, peeled and chopped #1 teaspoon grated fresh ginger root #1 pinch white pepper #4 cups water #¼ cup apple cider #1 teaspoon packed brown sugar #½ cup plain yogurt #1 tablespoon finely chopped toasted pecans ",21200,Roasted Squash Soup,pictures/recipes_21200_21299/recipe_21200.png,"1 ½ pounds butternut squash, halved and seeded #1 acorn squash, halved and seeded #½ small spaghetti squash, halved and seeded #3 tablespoons butter #1 large onion, chopped #3 cloves garlic, minced #1 tablespoon minced fresh ginger root #1 teaspoon curry powder #2 tart green apples - peeled, cored and chopped #⅔ cup sherry #5 cups vegetable broth # salt and pepper to taste #1 pinch cayenne pepper, or to taste ",2
10233,Butter Icing for Cookies,pictures/recipes_10200_10299/recipe_10233.png,2 cups confectioners' sugar #2 ½ tablespoons cream #4 tablespoons butter #1 teaspoon vanilla extract ,11056,Butter Icing for Sugar Cookies,pictures/recipes_11000_11099/recipe_11056.png,"1 ½ cups confectioners' sugar #3 tablespoons butter, softened #1 tablespoon vanilla extract #1 tablespoon milk #3 drops red food coloring #1 (2.25 ounce) jar red decorator sugar ",2
